text,labels
would you want to meet at lockridge?,1
k thatd b cool,1
but i actually would still will need your number since i will be in new jersey mon and tues of next week and would have to call you  when i was on my way to emmaus from jersey,1
i am not gonna be around a computer after sunday morning,1
can't you i am me? i got to c if your  nice,1
right now i am not sure what day i would be getting to pa and when i would be leaving emmaus,1
maybe i will juss walk down n if your  there your  ther,1
would wed work for you?,1
so you want to plan ion meeting at lockridge park wed at say 3,1
at the pavilion w the tables?,1
or someplace else,1
where would be a good spot to meet?,1
i guess at the pavilion is good,1
up from the parking lot?,1
there is only one pavilion there right?,1
i will look at the one close to the parking lot,1
or would you rather meet by the fyournance building?,1
k thatd be good to,1
then lets meet by the fyournance because  there people are less likely to see us meet,1
how i will i know its you?,1
i will be wearing a distyourbed bandana on my head,1
so has this whole conversation tyourned you on at all?,1
how tyourned on are you right now?,1
you laugh kinda lookin forward to it,1
oh yeah i we will also have on a black leathere bikers jacket,1
you horny right now?,1
you have a bike?,1
no i just like bikeare leathers,1
are you horny right now?,1
you kinda but i got to get ready for school,1
what are you  wearing right now?,1
i am still will wearin my robe juss took a shower,1
but i got to get dressed,1
what kinda panties do you wear?,1
now if i am nice enough for you  would we go back to your house to have sex?,1
if you want,1
that would be up to you,1
if you want to i would,1
would you rather lose your virginity in your own bed or some where at lockridge?,1
idk what do you want?,1
i will have sex with you  where ever you  want,1
maybe if its not to cold it would not matter,1
idk its up to u,1
we we will see what the weathere is like,1
what if it rains?,1
i have an umbrella,1
then i guess we we will have to go to your house,1
and hope we finish before your mom gets home,1
k that is true,1
more time if at park,1
but where at the park?,1
we cud take w walk n see,1
never tried that ther,1
never tried what there?,1
don't know  were nobody can see,1
maybe down off the trail someplace,1
any idea of what you we will be wearing that day?,1
you have a blanket? lots of twigs i think,1
umm i will wear jeans n my blue jacket?,1
do you own any short skirts?,1
yeah i think i can find a blanket to bring with me,1
you want me to wear a skirt?,1
that way i can just slip your panties off and go to town,1
juss sounded funny laugh,1
what sounded funny?,1
go to town,1
i can't wait laugh,1
neithere can i,1
how wet are you  now?,1
your pussy soaked?,1
you  wish i was there right now?,1
y do you wish i was there right now?,1
laugh i really have t get dressed now,1
i am gonna be late,1
ok hon i will see you on wed,1
and hopefully i will talk to you  before then,1
k i will probly be online,1
think of my 8 1/to inch long cock going into your pussy ti will we meet,1
we will thinking of that get you through ti will i am there?,1
yea maybe laugh,1
or we will that only make you  go crazy?,1
i gtg for now,1
hey are you real or were you messin w me?,1
c you wed.,1
hi where is mira loma? is it by L.A.? I'm to7 in the san fernando valley(He obviously looked at my profile first.),1
you're very cute   I like your photo (I look a bit different in real life.),1
do you  have a boyfriend? (I can honestly say no.),1
mm do you  like older guys? (Only if they don't want to have sex with children.),1
" oh I see where mira loma is, an hoyour  and a half from me   i could drive that (And you  did, and see what happened? Hindsight to0/to0 huh?)",1
that's cool you  like more matyoure guys,1
well i'd be really nice to you,1
" well i'd only say nice things to you, and try to think about what you  like and what makes you  happy",1
have you  had a bf before?,1
what kind of presents do you  like?,1
okay well maybe i we will  get you  a present,1
so have you  had sex before? i know you're young (Talk with children much?),1
you sorry if it's too personal,1
" ok some stuff, not sex all the way",1
" just want to see how experienced you  are   are you  interested in trying new stuff like that? (Yeah why don't you  come over, you  we will  get screwed.)",1
right someone nice hopefully,1
" well would you  ever want to meet, get to know each other? (I wanted to meet, but you  pleaded, your loss, I'm a nice guy.)",1
yeah I can email one   do you  have any more?,1
if you  email it to ericschicago@youhoo.com i we will  reply with to pics,1
or i can put it up on my profile,1
i we will  put in on my prof,1
and you're changing photos?,1
i don't see it   there's no photo up,1
"oh there it is   beautiful photo (,of a child.)",1
" you're a really cute girl (Key word ""girl"")",1
i'm working on uploading mine,1
so are you  on break?,1
hmm are you  there all alone?,1
" oh really, interesting",1
can you  see my photo on there?,1
you're really cute,1
think you  would want to meet up? (I would have but you  pleaded dude.),1
i'd love to meet you,1
" cool, when would be good?",1
ok how long are they gonna be gone?,1
" so you've got the place tonight, nice",1
yeah i'd like to visit you,1
yeah 818 to61 3035   I'm Eric,1
are you  maria?,1
" so wine, wine coolers",1
yeah i feel alright thanks,1
well i'm looking forward to it,1
" well you  know i think you're really cute, so anything you  would be up for I'd love to do (Great I bet I get to do what I want.)",1
but we can start out watching a movie over there,1
" have some drinks, hang out, see what we feel like (Have you  ever tried handcuffs?)",1
" is there something you  would like to do, or let me decide?",1
i'd like being your bf,1
and i we will  be nice about it!,1
" that's cool, what have you  done before?",1
done oral? (I've spoke to LE and to parent organizations.),1
" ok need some practice? (sure, maybe I can speak to your cell block.)",1
well we can work on that,1
well i we will  bring a lot,1
have you  gotten oral before?,1
maybe we can do that,1
to coolers for me too,1
whatever is good for you    i was hoping for earlier so we can spend more time together,1
" i've got a work meeting tomorrow morning so i have to be back home tonight, not too late (I always wondered, Did you  make that meeting?)",1
i can park on anothere street or something,1
7? i we will  be dark,1
yeah i can look it up on there,1
what's the address?,1
ok is it a house or apt?,1
ok cool i we will  do that,1
well if we did that i'd use a condom for it (How very manly of you.),1
i don't want you  to get pregant either,1
ok i'm going to have lunch   i we will  be on here later and you  have my number,1
maybe an hoyour,1
me neithere   do you  want to give me your number?   i won't call before 6,1
Hi are you  on?,1
want to call again?,1
what'd you  lie about?,1
no what'd you  say?,1
i'm not mad,1
yea (Nope didn't change his mind.),1
oh good   i'm not mad at all,1
do you  parents go on trips a lot?,1
oh that's too bad,1
but they go sometimes?,1
it'd be nice to be able to visit you  in the futyoure (I don't see that happening.),1
overnight trips are good for that,1
" yea my friend was leaving town, so we had a long lunch ",1
" well i'm not working today, i'm off today",1
took a sick day,1
well i mostly wanted to take a day off (Faking a sick day? Shame.),1
i'm not sleeping all day,1
" i work in L.A., in the Brentwood area by UCLA (Hey! Do you  know OJ? )",1
no at a law firm,1
" not fancy, i'm a new lawyeare so i'm not rich yet",1
one day let's hope so,1
" honda civic   not the fastest car, but we can go for a ride",1
where do you  like to go in your city?,1
yeah where do you  hang out around there?,1
it's tough not having a car,1
sure it counts,1
what grade are you  in?,1
i know i can't wait to get over there,1
i'm looking forward to meeting you,1
nicely done (This was just creepy.),1
" i'm going to be on for at least an hoyour, but if I leave when you're not on, call me with your number when you  have it",1
later on   is it still will 8,1
ok sounds good,1
" hi i'm going to run errands and then head out to see you. give me a call with your number when you  get it, or if something changes. see you  soon!",1
to3 m concord area,1
you  like older guys,1
where in NH you  from,1
are you  close to concord,1
you  home alone,1
you  have pics,1
just that one,1
nice to meet you  morgan,1
so what you  want to talk about,1
want to see my cam,1
to3 m concord area,1
what you  on here looking for,1
chat and maybe sex,1
does not matter,1
why you  want to have sex,1
we talked before i have two sceen names,1
i just like this name better,1
you  get it,1
you  never said i don't think,1
its cool if you  don't,1
do you  like me or no,1
you  ever had sex,1
what is that mean,1
you  have any pics,1
you  have a boyfriend,1
what have you  done with a guy,1
where you  live agin,1
i am from Loudon you  know wear that is,1
i am right next to concord,1
when do you  go back to school,1
you  like school,1
i was the same way,1
you  live with your parents,1
just me and my dad,1
your mom let you  date,1
how old was he,1
did your mom know,1
i am nice all the time laugh,1
i am just a nice guy that is all,1
why you  don't think i am a nice guy,1
so what you  want to talk about,1
you  wear thongs,1
do you  like my doby,1
do you  like your body,1
i meant to say do you  like your body,1
i hate my body,1
i think i am fat,1
i keep getting a i am that mess up my pc,1
so if i don't reasponed that is why,1
it comes up like someone is sending me a file then it messed up the youhoo im,1
i have to wear glasses on the pc it cucks,1
no i get naked when i am hot,1
and i have a cam,1
" you  want to see my dick or something (or something? Yes, I pick something, please.)",1
do you  want to see mine if not its ok,1
can you  see it,1
let me i am you  on my othere name,1
you  get my im,1
try to i am me,1
now can you  see,1
what to see my dick,1
is it black now,1
did you  see it,1
you  see it,1
i am going to tyourn it off now,1
do you  have hair you  know,1
do you  have hair around your you  know,1
you  get tyourned on a little seeing me,1
you  want to hang out sometime,1
i could come to your place,1
anything you  want,1
we can wait for your mom to be working so we can be alone,1
anything just don't want to meet your mom yet,1
do you  want to,1
but then feels gooood,1
so you  want to do it,1
you  get lost,1
so when can we hang out or don't you  want to,1
not right now,1
i got liad off,1
she come at all dyourning the day,1
did you  like seeing me on cam last night,1
guess not unti will wed,1
ok don't think like that maybe we could go out to eat 1st then see what happens,1
i we will have to try it,1
just ask me,1
yea but not right now ok,1
yea i was going to ask you  the same thing laugh,1
just to make sure your real,1
you  want to try anal sex too,1
i have never done that to a girl,1
yea a little,1
i don't know  never done it,1
so do you  like me or am i some guy to have sex with,1
i don't know  who your taking about,1
what is he play in,1
oh i don't watch that show,1
your very cute,1
we will you  wear a thong when we meet,1
98 chevy malibu,1
are you  the only child,1
where do you  want to do it,1
at your place or go some wheres,1
worked for loomis fargo and co,1
to older bros,1
they are married and live on there own,1
its ok i guess,1
you  like being the only child,1
yea should be,1
when we will you  be on tomorrow,1
in the morning like 10,1
ok talk to you  later,1
hey i have to go for a while we will you  be on later,1
what you  doing now,1
what you  want to talk about,1
what time your mom work tomorrow,1
what time she start,1
she home now,1
what you  doing,1
we will you  be on later,1
ok i have to go talk to you  then,1
nothing my eye is better now,1
i went for wheeling and hit it on a tree limb and it was all blyourry,1
that is why i could not talk to you  i could not see what your were writing laugh,1
you  still will want to hang out tomorrow,1
what time you  get up in the morning,1
what time you  normaly wake up,1
when i get up should be around 8,1
did you  see me naked on cam,1
yea i do i just wanted to make sure,1
that you  saw me,1
i was just making sure it was you  that i showed not someone else,1
your the tond person,1
so what you  wearing,1
you  have anything you  want to ask me,1
what do you  want,1
and if i don't we will you  be mad,1
what kind of pringles,1
i have never had mikes,1
you  can't get drunk i don't want your mom to know,1
we don't have to do anything if you  don't want to,1
what you  mean,1
if you  don't want to have sex,1
yea i want to have sex but only if you  want to,1
no i we will bring some,1
when do you  want me to come,1
your in belmont right,1
depends on where but like 30mins,1
what is your address so i can get directions,1
cool what you  have,1
can i ask you  somthing,1
are you  looking for just sex or a boyfriend from me,1
why you  say that,1
well i just don't want to have sex and never talk to you  agin,1
or is that what you  were thinking',1
well your mom would not let you  date me right,1
so maybe she would,1
or she knows my real age,1
how old do you  look in person,1
i don't know  15 or 16,1
where you  want them,1
what you  going to get,1
i don't have any percings,1
where did you  live before,1
when did you  move up here,1
so your tiny,1
yea 109 is tiny,1
what would your friends say if you  were dateing me,1
laugh your funny,1
you  ever seen a guy naked,1
so if i don't bring mikes can i still will come over,1
i just don't feel right bringing you  drinks on the 1st time we meet,1
no just when i do i get asked a lot questions,1
can you  wait unti will tomorrow,1
you  have any more pics,1
i show buy you  a cam and you  can hide it from your mom,1
yea i think,1
can i have the link to your myspace,1
do you  want a webcam,1
would you  let me see,1
just to see you  not to show anything only if you  wanted to,1
you  have a cell phone,1
you  coming back on,1
your hair all washed,1
i think i we will get naked laugh,1
what do you  wear to bed,1
you  ever go to bed naked,1
its not bad,1
i just put my boxers on and go,1
you  look at porn,1
its ok gets me by when i am horny,1
its just i could go to jail if we did anything and someone found out,1
your undeare age,1
laugh your right,1
no i am going in the shower,1
i don't know  it was just weird you  sounded really young,1
i did not say that,1
so what you  doing tomorrow,1
nickel back godsmack simple plan,1
i like just about anything,1
you  have any new pics,1
you  can show me all of them if you  want,1
oh you  don't know  how to send them,1
you  saw me naked on cam,1
its ok i saw it before,1
no just a webcam,1
if i got you  a webcam what would you  do with it,1
would you  get naked and show me,1
you  don't like to dance,1
see you  naked yea,1
you  have any pics like that,1
do you  think we should have sex the 1st time we meet or wait,1
you  really want to have sex don't you,1
but is it what you  want,1
we we will see when we meet ok,1
i have to recconnect,1
what did you  want to ask me,1
you  talking about different positions for sex,1
no they don't hurt and most are not hard to do,1
you  know your 1st time we will hurt,1
i don't know  i am not a girl laugh,1
never been with a virgin,1
yea i go real slow i know how to do it,1
you  know what oral sex is,1
if you  want,1
you  ever had your pussy lick,1
have you  got your period yet,1
we will not hold us up,1
we could but i don't know  if i would,1
but your all done,1
how many times you  want to do it,1
yea i will,1
some not a lot,1
laugh you  we will learn stuff to,1
your mom have any days she works later,1
she working now,1
what she work friday,1
for in the afternoon,1
you  going to tell anyone what we do,1
you  live close to othere people,1
we will they see me go in and tell your mom,1
is there a place you  could walk to,1
be thinking of a place we could meet ok,1
cherry coke and pringles,1
maybe we we will see,1
yea that is good,1
or no thong or nothing laugh,1
you  live by a store or park,1
no your so cute i want to see more,1
you  ever made out with a guy,1
how late your mom working tonight,1
she let you  chat online,1
all the grand theft auto and some atv games,1
what you  got,1
ha ha loser,1
what grade you  in,1
you  still will on,1
hey what is up,1
oh that sucks,1
i hated school,1
do you  think she is going to work today,1
what day you  go back,1
xxxxxxx what is that,1
hey beautiful i have to go i we will talk to you  later,1
you  mom still will sick,1
it sucks we can't meet,1
she work on monday,1
she works all day,1
you  want to hang out then,1
that would be cool to be the last day your a virgin too,1
how old is your friend,1
did you  tell here you  going to have sex,1
that is up to you,1
would you  tell here my age,1
she a virgin,1
do you  moan or anything,1
when you  masterbate,1
you  should make noise when we are having sex,1
you  still will there,1
ok i guess i we will talk to you  later,1
did you  talk to her,1
just a friend i told here about you  not your age or anything just that i have been talking to you,1
i don't know  i did not know she was going to i am you,1
no i we will tell here not to bug you,1
no she not my girlfriend,1
you  like me that much to be jealos,1
yea i think so,1
your so cute,1
does she work tomorrow,1
don't say that,1
so what you  doing,1
what time would your mom work tomorrow if she is better,1
if she goes we can hang out,1
ok we will you  be back later,1
what you  wearing,1
i wish i could be there to warm you  up,1
your mom sleeping,1
do you  want to play with my dick,1
no when we meet,1
you  ever done anything with a dick,1
you  want to lick and suck it,1
i we will teach you,1
you  want to taste the stuff,1
its up to you,1
you  spit it out or swallow it,1
you  don't have to,1
you  sure you  don't want to try anal sex right,1
i am just asking so i don't do anything you  don't want to do,1
that is cool so there we will more then one day we do this laugh,1
well i think about you  all day so i have good feeling about you  too,1
you  think about me alot,1
no that is good that means you  like me,1
you  ever masterbated and thought about me,1
i saved your pics so i can see you  anytime i hope you  don't mind,1
you  think my dick is big,1
yea i think i am going to bed soon,1
hey i am sorry your sick,1
you  think you  we will be better for tomorrow,1
yea being sick sucks,1
it always heppens that way,1
hope you  feel better,1
if you  don't feel good you  should go to bed so you  can get better,1
ok i hope you  feel better,1
you  must still will be sick i we will talk to you  later,1
so school tomorrow,1
to see if your mad at me i have not talked to all day,1
she is a friend,1
i know it just sucks to be sick,1
not as cute as you,1
yea she older,1
i don't know  i want you,1
why do you  want me to date her,1
i told here to i thought you  were mad at me or something,1
so you  think i am weird now,1
do you  have friday off,1
what you  doing friday,1
your mom working,1
you  want to try and hang out then,1
you  all ready for school,1
its ok i know now,1
want me to join you,1
you  comeing back,1
have fun at school,1
talk to you  tomorrow,1
i am me when you  get home,1
how was school,1
your mom work nights anytime this week,1
you  don't know  when,1
so she is working tomorrow night,1
you  don't know  the name of the beach,1
how far is it from your place,1
when do you  want to meet there,1
what about friday,1
we could meet in the morning and have unti will for,1
if we like eachothere on friday we could meet agin sat,1
so you  need to find out the name of the place,1
a few more years,1
i bought my 1st truck like a week before,1
i still will do,1
you  want to see,1
you  have to zoom in to see it,1
that is at my uncles place,1
you  like big trucks,1
i can't it needs work,1
yea a 98 chevy malibu,1
so you  feeling better,1
i would tell people your 17,1
would you  tell poeple my age,1
so why do you  like older guys,1
you  have to go to bed,1
what time we will you  be on tomorrow,1
we will you  be on for a while,1
pk i we will be back at 7,1
what time you  get home from school,1
when you  want to meet,1
yea that is good i can't wait,1
give us some time alone,1
no i forgot laugh,1
pringles and cherry coke,1
it we will fit,1
what else you  want me to bring,1
no that is ok,1
yea all the time,1
when i have sex,1
we we will go nice and slow,1
i am a very nice guy,1
you  tell anyone you  are going to have sex,1
you  think you  we will be to nervos to do it,1
no i want to do you,1
what you  going to wear,1
a thong and a short skirt,1
ok thong and pants,1
can i watch you  change,1
hambyourg and cheese,1
pepperoni is ok,1
you  babysit ever night after school,1
what about after school tomorrow,1
we will you  be back,1
yea do you,1
i can wait unti will friday i guess,1
yea we can wait,1
do you  live on rt 3,1
i am me when you  can talk,1
i am not really sure where that beach is,1
there any stores close by,1
what is in that mall,1
can i just come to your house,1
do you  know the address to the beach,1
yea i we will look it up,1
we will they let me in if i am not from belmont,1
ok and i we will look it up too,1
we still will on for tomorrow,1
its ok i found it,1
The Leslie E. Roberts Beach and Recreation Area,1
so are you  nervois,1
i am just nervos you  won't like me or my body or somthing,1
only time we will tell,1
you  going to ride your bike,1
how long we will it take you  to get there,1
how was school today,1
nothing just chatting,1
yea on my way i will,1
you  know what your going to wear tomorrow,1
can you  change into a thong and short skirt when we get back to your place,1
do you  get horny thinking about tomorrow,1
is it wet,1
yea your horny laugh,1
what time your mom get home tonight,1
"so if we like each othere you  want to hang out sat too ((Yeah i we will  be free but I think you  we will  be busy,) )",1
what times she working,1
how many times we going to meet before we tell people,1
that we are going out,1
16 or 17,1
i we will see when i meet you,1
you  have new pics,1
i was going to get one but i have not yet,1
maybe i we will go get one when i leave tomorrow,1
have you  ever steal stuf,1
not much just little stuff,1
yea and school at the snack bar,1
and porn mags from a store a worked at,1
the guy that comes and picks them up when there is new ones would leave them in a cart in the back and i toke some,1
just put it in your poket,1
ok are you  coming online in the morning,1
i am up by 8,1
see you  tomorrow,1
i am leaving soon i we will see you  there,1
so for sure you  single right,1
so your single?,1
your single right?,1
so what is your plan for you  v day?,1
i can be your date,1
is age does matter to you?,1
but i can make you  very special that is for sure,1
so i can make you  special by calling you,1
taking you  out,1
taking you  out?,1
i am tyourning red now,1
" i want to show my body to you  (Good, more charges.)",1
do you  have any othere pic?,1
can i see it?,1
is it sexy?,1
like sexy looking pic,1
what do you  like in a guy anyway?,1
yeah i am here baby,1
i just saw your pic,1
sexy looks also,1
i want to see you  right now in person,1
" would you  meet up with me in person? (I can't, but I know some people who can.)",1
what do you  want to call me?,1
i will call you  tluv,1
so if we met in person what is your plan?,1
i up for anything,1
i want to kiss you  though,1
go down on you  heheh,1
sorry my tluv,1
where do you  actually live at?,1
its worth it i can see you  in person and spent time with you  hehehe,1
it suppose to be a kiss,1
i would if your here,1
you  want me to?,1
and go down on you?,1
do you  have any cam?,1
i want to see you,1
i wish i am off now,1
and see you  in person,1
so i can do what you  want me to do hehhe,1
waiting for you,1
or you  waiting for me,1
how many bf youve had before?,1
you  can call me now if you  want,1
wet dreams (Romantic),1
you will call me garin?,1
i told you  i did something really quick i am really sorry baby,1
i will make it up to you,1
do you  want me to send you  some sexy pic of me?,1
you will be happy if i did?,1
would you  be able to call me?,1
i am really sorry about earllieare baby,1
i will rather talk to you  than eating,1
and i will rather eat you  the eating my food,1
i got stamina hehehe,1
i can stay longeare than you  think,1
i mean i do have some stamina to stay from what i am doing,1
you  know what that means ;),1
i can stay for to hrs making luv,1
can you  stay long?,1
so you  like doing it?,1
i will do it 5 times a day if i got time with you  in person,1
give me your addy,1
give me the whole address,1
don't worry i won't go to your place if you  don't want me to,1
pls give me the address pls,1
promise i won't do anything,1
i was thinking of going to your place this sat,1
can i have it so i can make plans for sat for us,1
why can't you  give it to me now? i doesnt make any difference anyway,1
i won't come over if you  don't want me to anyway,1
i am not a playeare you  know,1
as long as you  want me to be with you,1
nah i am not mad at you  baby,1
as long as you  don't cheat on me though (I bet he said this to his wife too),1
i have to save some money if i have to take you  out for a dinneare and out of town,1
you  can call me baby,1
you  drink though?,1
don't pass out on me though,1
and making luv,1
i just like pic of you,1
take a pic of you  nkd,1
you  being my baby,1
i am not a player,1
i trust you,1
kiss you  on your lips,1
wheres my kiss?,1
ok wet dreams,1
what time does your dad go to work?,1
i am really sorry baby,1
coz i can have you  all day,1
are you  guys rich or something?,1
is your appartment really big?,1
you  have your own room?,1
that mean we can do anything even your dad is home,1
we just need to be quite,1
is your door have a lock on it?,1
i am really so baby,1
i can cook for you,1
is that the only thing your thinking about me?,1
what are you  thinking while i am talking to you?,1
so your like me because  i am hot,1
not just because  i am hot,1
i just want to kiss your right now,1
and lick you,1
up and down,1
from head to toe,1
likin your tits,1
put my fingeare on you,1
your sensitive part of your body,1
have you  tried it on your butt?,1
but i will bring some lubrican't if want me to,1
i will lots of protection,1
you  just luv making luv don't you?,1
no i won't baby,1
so tell me everything,1
how many guys have you  done it with,1
making me feel like your baby,1
may i say bitches,1
tyourns you  on?,1
don't get so wet now,1
me to i luv havin a gf,1
a cute and nice and freaky gf,1
should i call you  freakyT,1
i luv it,1
freaky little T,1
i will be your bro and your bf,1
and your luver,1
and forever that is,1
that is only if you  want me to,1
but don't be mad at me your not always with you  though,1
just think about me always here for you,1
i wish i can see it,1
help you  wash it,1
yeah i would luv to help you  wash it,1
that you  can only experience it,1
so you will get excited,1
i just want you  to get excited baby,1
just to let you  know i got 7 and a half,1
i thought you  got confuse knowing i have that size,1
baby i have to go in a bit k,1
better just to stay home a relaxed and think about you,1
do you  have any camera?,1
cell phone with cam?,1
i would luv to see a new pic of you,1
hi baby i am waiting for you  to go online hhmmm,1
can i call you?,1
and i have a new pic for you,1
the pic you  can see mostly everything,1
i am going to make you  really excited,1
so can we meet up sometime this week? or next week?,1
coz that the only time i got time to come over to your place,1
took some new pic?,1
did you  ever think of me?,1
been taking pic just for you,1
i can't wait to see you,1
i luv you  for what you  are,1
i been looking at your pic,1
what do you  usually wear on your bed time?,1
nothing on the bottom?,1
baby i have to go for now k,1
or you  can call me,1
is that how you  really miss me?,1
you  really miss me so much,1
so you  did talk about me with your friend?,1
did she said that i am to old for you?,1
i luv you  so much,1
that is why ive been single forever,1
you  get jelous a lot?,1
coz i won't trade you  for anything,1
so i think you   might find that flirting,1
i will make you  happy,1
i will do anything i can for you,1
hows ma baby?,1
so i can call you  almost everyday hehehe,1
are you  in your room by your self?,1
don't let anybody see this ok,1
you will really like it,1
that tyourns me on,1
i think this we will make you  really wet,1
that is only for you,1
don't think of me to much,1
were not going to stay at your room?,1
the stuff were going to do,1
but how can i be able to come in to you  room?,1
if your dad is there,1
like what time is he leaving?,1
if i got lots of money i will be comming over to your place like everytime you  want me,1
i am going to bring some protection,1
just for you,1
i got 3 more min baby,1
just in love i guess,1
whatever you  can do for me,1
if you  luv me you will think of something,1
i luv everything about you,1
so no matter what you  do i will luv it for sure,1
like i said no matter what you  do i will luv it for sure,1
baby i will be back,1
i am just jk baby,1
wet dreams then,1
and did you  look at my pic again today?,1
is your dad we will be gone that long?,1
and more ;),1
i want to see,1
like nakd one,1
can you  call me?,1
baby pls be online,1
" baby, pls be online i really want to talk to you  or just leave a messege on my i mail, i am just having problem right now. really sux, i need to talk to you",1
are you  on?,1
baby where are you,1
pls log in,1
i am going straight to your place,1
give me the direction from your place,1
yeah so i can just follow your direction from your place,1
still will there babe?,1
i need the exact location so i can see you,1
so when i pick you  up we are comming back to your place?,1
we can eat each othere there,1
i will used the food to tyourn you  on,1
and also ive been working out for you,1
i will bring my condom,1
i am talking to my baby,1
baby i got to min left,1
oh yeah don't forget to get some money k,1
don't forget the money k baby,1
baby i have to go,1
" I like your pic, very cute ",1
" ok, you  like older guys? ",1
" ok, but have you  hung out with guys my age?",1
" oh ok, cool, wouldn't mind hanging out with you  ;)",1
want to see my pics?,1
" ok, want me to send to email?",1
have you  seen a guy naked before?,1
have some pics of my privates if you  want to see,1
do your parents look on your computer?,1
bet you  would like to touch it huh?,1
i we will  let you  play with it if you  want,1
" well, when are you  alone usually?",1
wish we could hang out tonight,1
" yeah, what about tonight?",1
so you  have any more pics you  can send me?,1
would like to see all of them,1
have more of your body?,1
wishin I was with you  ;),1
so you  don't have a camera?,1
you  could take pictyoures and put them on your computer and hide them,1
" yeah, if you  had a webcam we could see each othere right now",1
" oh ok, we will you  be alone or we will somebody else be there?",1
think you  could sneak out tonight?,1
we could find something to do ;),1
so you  want to hang out then?,1
" it's ok, I'm just kind of scared to talk to you  about sex on here",1
" I know, just wouldn't want your dad to find out",1
you  ever have phone sex?,1
" yeah, but I would like to hear you  moan",1
would you  do that for me?,1
but you  touch you are self don't you?,1
" what about this, would you  just pretend like you  were with a guy and moan like you  were?",1
so you  don't know  what moaning would be like?,1
well would you  do that for me?,1
" I know but we can't do it real now, so could you  help me jerk it?",1
by moaning on the phone for me,1
if you  are still will up why not sneak out for a few minutes,1
" right, so why not sneak out for a little bit?",1
we'll have fun,1
see you  naked,1
" I know I'm bad, going to bible study and talking about sex with you  (I would say that is a major understatement)",1
sex was created by God so it can't be inherently bad,1
you  should probably know that I have genital warts,1
" it's an std, it's just little bumps that pop up around the genital area ",1
just thought you  should know if you  wanted to do anything sexual,1
yeah I would use a condom and be careful not to touch you  with the warts,1
" ok, the person that gave it to me lied about having it, so I had unprotected sex thinking she was clean ",1
when does your dad leave?,1
so your neighbors wouldn't flip out and tell your dad that they saw me at your place?,1
" as much as I want to, it's illegal for me to have sex with you  ",1
I like you  very much,1
" and would love to have sex with you, but it's against the law",1
well it's to cut down on teen pregnancy,1
" well, if you're not on birth control and you  have sex you  run the risk of it",1
" well for being sexually compulsive, but theiare concern was me talking to girls your age ",1
" you, holding you, kissing you",1
what's your number?,1
hey can you  send me your pics again?,1
" ok, well, I don't know , I guess it would be cool to hang out today",1
you have anymore pic,1
what are you wearing,1
are they tight,1
you to so are your  clothe is tight,1
how big is your chest,1
what is the measyourment of your  tits,1
cause i would love to suck on them,1
you want to talk dirty so i can jerk off,1
we can have phone sex,1
we can meet somewhere and have sex,1
can we have sex,1
where do you want me to cum,1
do you know what cum is,1
its the stuff that gets a girl pregant,1
do you suck dick,1
did you swallow his cum,1
you want to swallow my cum,1
can i take pic of you naked,1
and we are taking sex pic,1
you and i are taking pic of having sex when we see each other,1
my dick is hard,1
can you send me a naked pic of u,1
just jerkoff to it,1
how about you wearing a bra and thong,1
where do you want me to cum when we have sex,1
when i cum where would you want it,1
on your  face and chest,1
i am really horny,1
we will you talk dirty so i can jerkoff,1
i love gitls in tight clothes,1
no but on cam,1
send me more pic of u,1
i want to fuck u,1
i want to cum in your  pussy,1
do you want me to use a condom or get you pregant,1
i want you to suck my and swallow my cum,1
go have sex,1
we can have sex,1
yes for real do you want to have sex with me,1
a bikini or a bra and thong,1
i we will warm you up,1
do you have athong bikini,1
i love a girl in a thong,1
do you want to have sex with me,1
we we will have sex,1
when i walk we take your  clothe is off,1
i want to join you in the shower,1
jerking off to your  pic,1
you still will want to have sex in person,1
i am cuming in your  pussy,1
the stuff that gets a girl pregant,1
i am putting tghat stuff in your  pussy,1
do you want me to get you pregant,1
if you get pregant you can move in with me,1
we will you walk around the house naked for me,1
what we will you wear when i am there,1
we will you sleep naked for me,1
do you still will want to suck my dick,1
i want to swallow my cum,1
i want you to swallow my cum,1
i am taking pix of you when i get there,1
you in a bra and thong a bikini a naked pic and us having sex,1
we will you b my gf,1
i love u,1
ok what about sex,1
do you want us to have sex,1
what we will you wear when i walk when,1
hope its sexy,1
hope you wear a bra and thong,1
i want to c,1
i am taking pic of you when i see u,1
bra and thong and naked,1
i don't wear condoms,1
to jerk off to,1
what is your  address so i can get directions,1
we will you let me,1
without a condom,1
what if you get pregant,1
we will you keep the kid,1
then i we will get you pregant,1
cause i want us to b a family,1
do you want us to b a family,1
i we will give you my number when you give me your  address,1
when do you want me to cum over,1
what we will you wear if you had a cam,1
so i can jerkoff to u,1
i am joining you in the shower,1
hope its really sexy,1
what is the outfit your  going to wear,1
where a tank top and mini skirt,1
and nothing undeare the skirt,1
if you do i we will start having sex with u,1
i am really going to get you pregant,1
can i get you pregant,1
are we dating,1
are you going to suck my dick,1
are you going to swallow,1
i am sticking my dick in your  ass,1
i want more pics of u,1
can we have phone sex,1
i  jerkoff to your  pics,1
if you call i jerkoff to your  voice,1
as soon as i walk in the door your  sucking my dick,1
swuck my dick when i walk in,1
yea so we can have sex,1
i need your  address so i can go c u,1
no i want you n shorts and tank top,1
do you want us to have sex c,1
you really want sex don't u',1
