text,labels
" i am gonna want your ass alot, just so you  know",1
Batman 1    Batman 2    Batman Beyond RotJ,0
MR BROOKS.,0
Is fujitsu s series lifebook good?,0
"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",0
Nokia phone is lovly..,0
"seedless grapes, preferably green...    dont get me wrong, theyre all great...    im not grape racist...",0
have fun at school,1
Can u look 4 me in da lib i got stuff havent finish yet.,0
"y can't you masturbate with me?i thought you were my girl now,",1
or webcam or something,1
how big is your bed,1
Lol great now im getting hungry.,0
Okie.. Thanx..,0
She's fine. Good to hear from you. How are you my dear? Happy new year oh.,0
Good looking and charismatic? Matthew Mahogany's screwed then.,0
"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?",0
have hot wild sex laugh,1
   Pretty simple. We as Americans need to take back our country from Zionist Israel.,0
"  You know, the big one! Between the USA, Russia, China, England, Frogland, Israel, Iran and the rest of the mideast :P",0
"Hey, iouri gave me your number, I'm wylie, ryan's friend",0
you ever made love,1
" call me when your  gonna cum,ok baby?",1
what kind of pringles,1
"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though! ",0
you i think so,1
"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him.",0
" How about the increasing demand form India and China?  Oh, no, that can't possibly be it?  How about OPEC restricting production?  Nope, that can't be it either?  What about the Greenies in America killing any legislalation that allows drilling in the United States anywhere that there is oil?  Nope!Â  That can't be it either.  The only acceptable leftist reason is America killing Jihadists in Iraq and Afghanistan.  (Once upon a time, the Leftists said they supported the war in Afghanistan agaisnt al Qaeda, but not in Iraq.Â  I knew it wasn't true.Â  And you are just one of many who show that I am right.)",0
like a emergensy or something,1
I am in escape theatre now. . Going to watch KAVALAN in a few minutes,0
Can do lor...,0
There's a couple of idiots in this thread. I think it's obvious who they are.,0
And now electricity just went out fml.,0
some she did the back and here mom's breasts,1
have prongs to hit your pussy walls,1
2marrow only. Wed at  &lt;#&gt;  to 2 aha.,0
i would if your here,1
  Economically. It sure can. This is what we are facing today. We are $9.4 trillion in debt. If i'm not mistaken we are spending about $1trillion a year.,0
sure so what exit would I get off to go to the mall,1
Hey i will be late ah... Meet you at 945+,0
Facts of Life but set in a Roman colosseum filled with jello.,0
"Maybe westshore or hyde park village, the place near my house?",0
if i have the money for a movie maybe,1
if you  know what i mean,1
Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*,0
I'll be late...,0
"  Actually it wasn't because of 'The Golden Compass.'  It was due to subsidary copyright issues concerning 'The Hobbit movie' they were sued by Tolkien Enterprises. In which the law suit fee was so high that New Line waived them self into Warner Bros, in New Line is a subsidary production unit of Time Warner. They have only done this until they recover enough cash to rebuild themselves",0
"I love this movie, but then again I love just about all of King's movie's",0
" Xavieare (Yes, I know.)",1
if it does i will pyou will out,1
Lol ok your forgiven :),0
  I suppose that would be true if you're a rapist. Us norms already know women are nuts.,0
bump,0
but i don't watn to meet you until i can c your  pic ok,1
Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?,0
  **FIXED!,0
Iron man I like the fact that stark just admites he is Iron man to a crowd,0
"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee.. ",0
What time. IÛ÷m out until prob 3 or so,0
so you  want to hang out then?,1
shoot my mom just got home,1
You got job in wipro:)you will get every thing in life in 2 or 3 years.,0
" yes, you  want me to bring condoms yes",1
"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)",0
Yes when is the appt again?,0
so what you did all weekend,1
and see all my pics,1
anything just other than sex,1
That's y i said it's bad dat all e gals know u... Wat u doing now?,0
   That just sounds like one big bureaucracy to me. While foreign countries are profiting from the US bases; the National Debt goes up even further.  Do we really need that many bases overseas?,0
where do you  like to go in your city?,1
I'll be at mu in like  &lt;#&gt;  seconds,0
i thought that is what you ment,1
I'm on the bus. Love you,0
took some new pic?,1
would you  do that for me?,1
I would never hurt you,1
oh yeah don't forget to get some money k,1
will it have beyonce in it?,0
yea I figure then we wont actually have to hit nolan. Wait will all three of us fit in that? We may have to lighten the load.,0
Headin towards busetop,0
then i will have time to take a showere n stuff,1
  I'd say fully emerging yourself into a character that has serious mental issues is a lot more traumatizing than playing a character that has a homosexual relationship.,0
i am not sure if me and here are gonna go visit my grandma next week,1
I know she called me,0
Minimum walk is 3miles a day.,0
You are a big chic. Common. Declare,0
K:)k:)what are detail you want to transfer?acc no enough?,0
none of your friends have a webcam or anything?,1
Hey you around? I've got enough for a half + the ten I owe you,0
You should know the truth about the Boston Tea Party rather than the patriotic crap you've been told,0
3 pa but not selected.,0
Do you think Medellin will have any luck trying to jump the border of Hell trying to cross into Heaven?,0
you  want to try anal sex too,1
maybe you will,1
 kewl ,1
i am to shy,1
  Good for you!! What made you decide to vote for him?,0
i got to go,1
May I buy a cam for you?,1
Mm i had my food da from out,0
wats your  hyourry,1
" I love u, baby",1
we will let you on top so you can go at your  own pace,1
i gues my house nobody here can we talk first,1
Ofcourse I also upload some songs,0
Dont show yourself. How far. Put new pictures up on facebook.,0
so i know is you,1
But i'm really really broke oh. No amount is too small even  &lt;#&gt; ,0
like you,1
Is there any movie theatre i can go to and watch unlimited movies and just pay once?,0
Here it is...        ,0
came close a few times,1
How many boyfriend do you have so far?,1
"   whoops, responded to the wrong post. anyway, I'm curious to see what stone will do with the material recent history has presented him, and hopefully will stir intelligent debate, rather than the shouting and name calling that is passed off as political discourse on FUX and CNN.",0
    Agreed. Also the opening of The Bourne Identity,0
sittin here in underwear now,1
what would you want to happen if something was to happen?,1
so you  don't care that i am toto years older than you,1
 I don't think his death had anything to do with it. The performances of the cast and the execution of the film stands on its own.,0
we will see you  tomorrow ??,1
  He he! LOL!  I think she's pretty rad but I'm a conservative. I can see how she might intimidate the castrati though.,0
Compliments to you. Was away from the system. How your side.,0
want to share with me?,1
hey what is up,1
are you usually home alone after school?,1
lots of girls too,1
Maybe you should find something else to do instead???,0
Ha ha ha good joke. Girls are situation seekers.,0
Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.,0
Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? ,0
"Sir, I am waiting for your mail.",0
Will do. Have a good day,0
"Coffee cake, i guess...",0
"so your saying make James Bond an ever angry black man?    Sorry,  Denzel is not that good of an actor. He has about the same range as Bruce Willis. Bond is not an American character so the actor should not be American.    You want a good angry black man movie, have these well known people in it:  Denzel Washington  Samuel Jackson  Laurence Fishburn  Jada Pinkett Smith (as a side kick so she is extra angry)  and you will have a sure fire hit on the strength.",0
"I just transferred here from OCC in Fall 2004. I think the people and the professors are really great. But what do you guys mean by ""put yourself out there""? I'm a commuter and I work so I find it hard to meet ppl. (I just go to class then leave cause I have to get to work). I just bought a condo so I can't exactly move to LB. Also, I find it really hard to meet ppl my age: everyone's either young or old. I want to make some friends so HELP! Send me a message if you can/want.    Thanks guys",0
"so sexy, and so young",1
I want to lick you  pussy until you  scream,1
"Anthony Hopkins was in a Change of Seasons with Shirley MacLaine.  Shirley was in Cannonball Run II with Burt Reynolds.  Burt was in Everything You Always wanted to Know About Sex, but Were Afraid to Ask with Gene Wilder.  Gene was in Young Frankenstein with Cloris Leachman.  Cloris in The Demon Murder Case with Bacon.    1.Jack Benny  2.Jack Black  3.Alan Alda, Eli Wallach, Walter Matthau, George Burns, Tim Robbins, Todd Louiso, Sean Penn",0
I havent lei.. Next mon can?,0
Babe !!!! I LOVE YOU !!!! *covers your face in kisses*,0
hi baby let me know how to get to your house on friday ok baby love you baby and i can wait for friday,1
i want you to suck my and swallow my cum,1
meeting guys from here,1
I emailed yifeng my part oredi.. Can Ì_ get it fr him..,0
"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj",0
when do you get out of school for the day?,1
taken,0
Kothi print out marandratha.,0
Fantastic! It is about time somebody could read English.,0
"Anyone can advise me some good recent horror movies, because everything I saw was bad and I always stick to the classics from 70s or 80s...",0
Text,label
do you  want a webcam,1
"When I was in the US I always got asked if Ive met the Queen, and I say yes and Prince Harry and William and the rest of it, infact I live right next door to Buckingham Palace.  Dumb Yanks.",0
but what if sumone needs to get ahold of u,1
i wish i could come over tonight,1
" right, so why not sneak out for a little bit?",1
bfs cell if she needs one,1
"  I am one of the few against the film, it is pretentious",0
Today my system sh get ready.all is well and i am also in the deep well,0
i guess that would be the place huh,1
Only saturday and sunday holiday so its very difficult:),0
was it up against you?,1
Match started.india  &lt;#&gt;  for 2,0
"Actually nvm, got hella cash, we still on for  &lt;#&gt; ish?",0
" whatda think? to old?(Yes, and that pic was around 15 years old)",1
hmm you can snack on me ,1
mothers day to00for,1
Er mw im filled tuth is aight,0
think about them ;),1
there a wlagreens nearby?,1
no i am sorry for keep booting,1
you  are quite gorgeous,1
 lol stupidity reigns in this thread.,0
"    That's what I was thinking. That doesn't make any damn sense. Plus Bond fans would be pissed. Hell, I'm not even a Bond fan and I'd still be pissed.",0
So you didn't have sex with your bf?,1
 Can you get em on ebay or only on matthew stewart's site?,0
just to make sure your real,1
ÌÏ still attending da talks?,0
Hi..i got the money da:),0
" do you  ever eat alot or something and you  have to take a shit, and when you  do, its like hard to, and it hurts?",1
we we will see when we meet ok,1
" just nervous(you  should have followed your instincts, Chris.)",1
I am great! How are you?,0
Got meh... When?,0
Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.,0
hey I gata go for a min i will talk to you  later,1
"laugh , that could be a bad thing",1
  Nonethings gonna happen man... Threats over the internet are meaningless ;),0
hi babyi need to know how to get to where you live baby i love you  and i can wait for friday,1
"It was Marcellus' soul which could be considered his ""dirty laundry"". Plus that is why they made sure you saw the bandaid on the back of his neck.",0
what is in that mall,1
Ok lor Ì_ reaching then message me.,0
No. Yes please. Been swimming?,0
you  are sooo pretty,1
" Secret torture prisons Domestic Wire Taps Suspension of habeas corpus  Sweet land of liberty, of thee I sing....",0
that is all i want to do make you  feel real good,1
Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,0
them you have to insist on a condom being used,1
laugh i really have t get dressed now,1
Anyone else find it funny that this happened at a school named after Martin Luther King?,0
its alright sweetie,1
Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.,0
lets just say most guys do,1
Yeah I'll try to scrounge something up,0
it is what is white and comes out of the guys dick to get a girl pregnant if you  let me,1
so what about those pics,1
Give me a sec to think think about it,0
"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.",0
how good did it feel,1
did you shake and shudder?,1
Nope... C Ì_ then...,0
MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,0
ok i got it do,1
is your mom home with you  now,1
  sliver :),0
social heathcare will fail in this country it hasnt worked anywhere else it wont work here.  i belive we need to make healthcare a little cheaper to a certain degree. we shouldnt just give it away like to do food stamps. the more u give stuff away like that the higher prices go up so you still cant get it. its like when he said if u just tax the corps. they just go up on prices what we need to do is not tax anyone more but to stop all the loop holes in the system. you can raise the tax all you want on the rich they will just find a way out of it.  oh and on you stupid comment about 250K being rich yeah like 30 years ago. my Father makes 140k alone that doesnt include all th bonouses he gets through out the year and the investments he has made and yet he is still struggling a little not alot but he odesnt have a maid or personal driver in fact he dives a 1997 dondge intrepid that needs new brakes and belts. yes he does things with my mom time to time but they work thier ass off to save money for trips. we went from being in a trailer trach area to living in a nicer town. its not 90210 but its safer and better then what we had before and its cuz he worked his ass off and still does.  Sure thier are those who do work hard that need help but thier are just as many in the lower class that dont do anything that expect the govermnt to take care of them and its bull. go watch and see people get food stamps and watch the poeple who pull up in escallades with 22's go get some. its bull so whats going to happen is now my dad and mom are going to have to pay more taxes of rthem to get more free stuff from the gov.,0
all of it,1
it's so beautiful,1
mostly my last bf,1
so most likely its a go right? (Molestation for tonight! Check! Tyourns out that day was really really really really busy for us. Like we were busy breaking records that day. He couldn't make it.),1
how many guys have you given head to?,1
do they keep a eye on u,1
Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.,0
What you doing?how are you?,0
no when we meet,1
Marnie 64 0r 65      ,0
I want to feel you  kiss me,1
 haha....30 years from now....,0
and hopefully i will talk to you  before then,1
  Do you think you can make a valid case for that without posting links to sophomoric literature that's used to fool an bunch of stupid skinheads?,0
i am telling you i don't have ,1
This thread made me lol.,0
for the cops,1
that mean we can do anything even your dad is home,1
over of of south 16th street,1
"  Bring the troops home, that will save us trillions, and when i say bring the troops home i mean from 130 countries.",0
your  my new gf,1
"  Lol, it does.. I'm surprised you didn't say..  ""Pfft, drop that zero and get with a hero...') *cheesy smile with yur thumbs up*""  lmao jk",0
" well, just look for me tomorrow",1
"Okay...cool article...But I'm quite sure the good guys lost before The Empire Strikes Back... Where was Last Tango in Paris...X-rated feature film, not a porn is quite ground-breaking...that they went with it without cutting it to suit the ratings people...  Goodfellas?...hmmm...I don't think so.... I would go more into this...but I'm strapped for time right now",0
Shameless bump number one,0
just wonderin if they long or short,1
i don't want to be scared,1
Nope. I just forgot. Will show next week,0
ok try not to call unless your  lost so i don't have to explain your  number on teh callerid,1
I've reached sch already...,0
Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?,0
Re. Only in a dream.,0
hey freak you're talking to yourself  no one believes you cuz you lie too much oh wow yu read the cra woo i'm impressed your so smart...worship yourself,0
Dear good morning now only i am up,0
pussy ,1
Yeah so basically any time next week you can get away from your mom &amp; get up before 3,0
Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting.,0
I am 6 ft. We will be a good combination!,0
it's not your fault,1
"Not sure yet, still trying to get a hold of him",0
Yeah my usual guy's out of town but there're definitely people around I know,0
i we will  keep you from going insane being by your  self,1
"Yeah, where's your class at?",0
*above post is to Preston,0
i got to go stay in touch,1
All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?,0
Wot u up 2 u weirdo?,0
use your  instinct,1
He's really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes,0
"Haha get used to driving to usf man, I know a lot of stoners",0
" with the puppy(Have you  noticed he leaning on the puppy angle? Have you  ever seen those videos for kids, warnign them about strangers and them using things like ""I lost my puppy, we will you  help me find him?""? Same concept)",1
"  Jen is right. If you wanna know my reason, then message me. But this is the movie forum, and we discuss movies ((even though there are some game threads in here that have nothing to do with movies))",0
love you baby,1
May I touch it?,1
Its normally hot mail. Com you see!,0
"Hello, As per request from  &lt;#&gt;  Rs.5 has been transfered to you",0
be excited,1
Long beach lor. Expected... U having dinner now?,0
We not watching movie already. Xy wants 2 shop so i'm shopping w her now.,0
fuck up the ass,1
and the texaco gas station,1
laugh ok so what do you look like ?,1
Great! I shoot big loads so get ready!,0
"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?",0
Anything lor if they all go then i go lor...,0
SO you HAVE BIG TITS,1
Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,0
could always go for a walk through lockridge park?,1
**Morlocks**,0
see you  tomorrow,1
 definately.,0
then I could have me way with you,1
No no. I will check all rooms befor activities,0
"I'll see, but prolly yeah",0
I can meet you on Friday?,1
Not 10 out of 10 but prob like a 8 or 9 out of 10.,0
"Hm...I don't really pay attention to which endings I like best, but I must say I like the ending to the movie Wanted. I saw it yesterday. Actually, the whole movie was pretty good. IT was kind of confusing at time sbecause of the flashbacks and all, but I'd say it's better than a lot of the films that has been ocming out lately.",0
"Total disappointment, when I texted you was the craziest shit got :(",0
  You should write to your representative.,0
if you like me and i like u,1
I can have sex with you,1
Short But Cute : \ Be a good person ,0
I heard a lot of girl like you are not virgin ,1
  He won't buy anything...  He's too broke to buy a clue.,0
and i need your phone number,1
Ugh my leg hurts. Musta overdid it on mon.,0
sineguelas,0
not close at all,1
"Sir, i am waiting for your call, once free please call me.",0
Haf u eaten? Wat time u wan me 2 come?,0
"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.",0
 if i do it to you i we will do it real slow so i won't hurt u,1
Can. Dunno wat to get 4 her...,0
You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,0
"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",0
This ideo is no longer available,0
pffffffffffffffft,0
what is the outfit your  going to wear,1
you like beeare or liquor?,1
"dude this is a lonf drive,if any thing comes up that you  have to shine call me ok",1
" my ""you  know"" is throbbing up and down.",1
anything you  want to do,1
ARR birthday today:) i wish him to get more oscar.,0
you made me wait all weekend,1
Wot u up 2? Thout u were gonna call me!! Txt bak luv K,0
"Machan you go to gym tomorrow,  i wil come late goodnight.",0
\alright babe,0
did not you save them from yesterday?,1
yes did you get mine to,1
haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons,0
  hell if i knew then I would do something. i do not know. i do not know what to do in life. i just want to be free. not haveing to be enslaved or watch our mother liberyt by raped dried by those child-raping politicians who are destroying our beloved nation. what can we do?,0
S.i think he is waste for rr..,0
ok but so far tomorrow is free for me,1
U 2.,0
"  Yes, but the  court had not conclusively interpreted the Second Amendment since its ratification in 1791.",0
Most boys/men I know seem to think that women are inherently inferior...,0
my dick is up,1
we can have sex,1
you know its gonna be rough,1
I am sure I can look it up,1
I have to be in at 7,1
anyways if i'm not online call me 310 9to3 8191 ok? (Got it.),1
" even with a cell pic which arent that great , your  a cutie",1
Where is it. Is there any opening for mca.,0
Mike Keaton>>>>Christian Bale as the bat. Nothing against Bale but not only were Tim Burtons Batman films easily better then Batman Returns but Keton WAS Batman.,0
would you let here eat you out,1
"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.",0
Batman (as long as it's Michael Keaton),0
"running my tongue over your nipples,",1
a few more years,1
"it's their choice. if he doesn't come through for them, oh well.",0
why can't you just wait,1
"Obama is qualified. So is Palin. The difference? One has been treated like shit by the media, and the other hasn't.  Maybe you are right...I still can't stand him :)",0
I am not sure about night menu. . . I know only about noon menu,0
Hey i will be late... i'm at amk. Need to drink tea or coffee,0
are your nipples hard,1
you want it more than once?,1
HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN ,0
Ok.ok ok..then..whats ur todays plan,0
Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(,0
"Indiana Jones (Temple of Doom).  During the opening scene he is poisoned by Chinese gangsters while bartering for a diamond, shot at, skewers somebody with a kebab and has a fight surrounded by dancing girls and balloons before jumping out the window with his chosen date for the night.    How cool is that?",0
give you  a nice ass rub,1
do you have condum,1
"sry can't talk on phone, with parents",0
"you  wrer top on my list last night,laugh",1
"  It's quite amazing how rude some people can be.  My first post said ""Discuss"" with the title asking a question, not making a statement. If I made a blatant statement then that would warrant your abuse, which is quite easy to dish out considering you've got a computer to hide behind.  I would carry this on but knowing how people behave online you'll most probably either...  1) Make some trashy comment based on insults that can't be backed up.  2) Start twisting my words round so it makes out I've meant something else.  3) Just play dumb and pretend you don't understand what I said even though you did. All because you can't think of a response that doesn't feature the 3 usual responses I've listed here.  It's all predictable.  LOL.",0
Man this bus is so so so slow. I think you're gonna get there before me,0
*gets vodka out again,0
"i have some pounds,so you can grab",1
just thinking about going to bed laugh,1
no go out with u,1
The beach is sweet school to go to!,0
" yes, i want to respect you  honey you  are going to be my girlfriend after all let's just leave it at this i'm really attracted to you  and when we get togethere nothing is impossible ok i'm saying when we get in the hot tub we can make love no problem, i would love that!!",1
"People making the loans should take a hit in the form of defaults and bankruptcies, aka non-repayments for making bad loans, and not having decent underwriting and actuary work done. People taking the loans should lose their houses, plain and simple.",0
as long as you  want me to be with you,1
Yes just finished watching days of our lives. I love it.,0
yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke,0
Oh really?? Did you make it on air? What's your talent?,0
"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready...",0
"cool , you  let me suck on them??",1
"Yeah, we can probably swing by once my roommate finishes up with his girl",0
so is there anything else you want to no about me,1
"$kala's thug-life baby got ass-handled by a white light heavyweight with pink hair, pink toenails, and a pink mouthpiece in under 15 seconds with a one-footed jab.  Woot.          ",0
too bad they screwed up yesterday over the no death for child rapists though,0
but you we will be,1
Well welp is sort of a semiobscure internet thing,0
it has been that long since i was last home that i don't know  how many of my friends still will live in the area,1
But that's on ebay it might be less elsewhere.,0
"all of the above, charge them all",0
"I'm not sure, I was just checking out what was happening around the area",0
Yavnt tried yet and never played original either,0
"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",0
  I was only exaggerating.,0
Should I tell my friend not to come round til like  &lt;#&gt; ish?,0
  You're better off just watching 'Dogtown and Z-Boys'.,0
This weekend is fine (an excuse not to do too much decorating),0
"I wonder if your phone battery went dead ? I had to tell you, I love you babe",0
we will you be on at nite at all,1
Already am squatting is the new way of walking,0
"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?",0
maybe I would poyour  some flovered lotion over your nipples,1
" Yes, I liked it. I also figured out ending. I almost watched Snatch first, but the two of you turned me on enough that I couldn't wait any longer. lol.",0
do you want to get laid?,1
if i do u,1
   hahaha..that's true...  and after I realized he directed it it finally occurred to me what Salma Hayak was doing in that cast because as of that point it was random that she was in it.,0
Okay... We wait ah,0
Are you there in room.,0
" You shouldn't hang me on a hook, Johnny. My father hung me on a hook once... Once.",0
Please dont say like that. Hi hi hi,0
  And told her to come over to my house.,0
well if you don't want to 'coz its big its ok,1
I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs,0
but your all done,1
Thank You meet you monday,0
y are you in such a hyourry,1
"   Oh gawd, another f**king southern red neck...I guess your daddy was the grand pooh-ba dragon of the KKK. Take your country back, now that's a joke, Israel is the US's pit stop in the ME, why do you think they support them? Duh...",0
are you  looking for just sex or a boyfriend from me,1
i was just making sure it was you  that i showed not someone else,1
would you  take your clothe is off while you  give me a bj,1
Hugh Jackman as Wolverine,0
"Lauren Bacall was in Manderlay with Danny Glover.  Danny in the Cookout with Ja Rule.  Ja Rule in Crime Partners with Tyrin Turner.  Tyrin in Panther with Joe Don Baker.  Joe in Criminal Law with Bacon.    1.Errol Flynn  2.Paddy Considine  3.Radha Mitchell, Jason Flemyng, Russell Crowe, Gary Stretch, Janet Leigh, Gary Oldman, Renee Zellweger",0
and kiss your nipples,1
" no, i am not a rapist laugh",1
" know how you feel... i had a bumper sticker for awhile that said, ""don't blame me, i didn't vote"" things that might make me go vote 1. someone runs that i really think represents me 2. ""none of the above"" actually is counted and has an effect on the election 3. getting rid of the (for presidential elections) the electoral college might get me to register at least 4. noam chomsky running with jello biafra has a chance of me voting 5. some system of accountability put into place so those elected actually have to at least attempt to keep the promises they make during campaigning (maybe if popularity drops below 50% they get booted?)",0
well how would i no its you then,1
I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!,0
\Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtåÓbraindanceåÓa comp.ofstuff on aphexåÕs ;abel,0
" Please don't worry, I guarrenty I we will NOT hurt  you",1
i like your voice ,1
Nobody names their penis a girls name this story doesn't add up at all,0
i am happy just meeting you,1
"  ÃÂ  Why? He's a libtard who claims to be conservative. He is nowhere near such a thing. The man is clearly a socialist bitch. I want no part of him. Strangely enough, he is member of the ruling Conservative Party of Canada.",0
Dont let studying stress you out. L8r.,0
Agreed now back on topic lol!,0
i been looking at your pic,1
Yup n her fren lor. I'm meeting my fren at 730.,0
Hai priya are you right. What doctor said pa. Where are you.,0
"  Different news sources have different counts. The ""AP"" is the one reporting it officially for Obama.",0
jsut some pink ones,1
Wife.how she knew the time of murder exactly,0
Wait . I will msg after  &lt;#&gt;  min.,0
am i your  boyfriend?,1
  mandatory IUDs would be better and would cost less and aren't permanente.,0
Yeh. Indians was nice. Tho it did kane me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x,0
can i have it so i can make plans for sat for us,1
i'm not sleeping all day,1
"Haha, I thought it was Tarantino's script to Inglorious Bastards.",0
older guy who was gonna pik you up(Sounds like 1/to the internet),1
"""Hey Batman....look I don't mind you being gay and all....but don't get any ideas about wanting to fuck me in the ass when I am not looking.""",0
"Alright, we're all set here, text the man",0
Am surfing online store. For offers do you want to buy any thing.,0
then i go down to lick your  pussy,1
i just want to hear your  voice is all,1
I told your number to gautham..,0
Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?,0
Ard 4 lor...,0
naked,1
I worry about you are too young,1
RAN by Akira Kurosawa    The Godfather by Francis Ford Coppola    and Rocky by Sylvester Stallone.,0
can you  shave it,1
you really want me to come pick you up,1
Good. Good job. I like entrepreneurs,0
"the public bus system is shit where I live. We have two buses a day come through where I live, and they expect me to give up my car.  The buses are normally empty, the only reason that they have about 5 people on them is because they give free bus passes to old people (like my mum).  Public transport in Britain is shite.",0
so how you doing today?,1
" Wow,Â I had no idea you were physic! While your at it, can you predict who is going to win the Elections, oh, and when America will pull out of Iraq?  I would just Â love to know.   ",0
"Aight I'll grab something to eat too, text me when you're back at mu",0
"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more",0
that movie was terrible. just play the game.,0
if you  luv me you will think of something,1
"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",0
"  *high five*  *and on the rebound*  Best of all, the NRCC's pulled her funding LOLOOLLOLOLO",0
whenever you  want to,1
  Or helping you get laid,0
kewl I love the water,1
"  Way to get the joke, Captain Literal.",0
but I don't think you would do that to me would you ?,1
you have anymore pic,1
Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive,0
do you  have a cam or more pics?,1
I reach home safe n sound liao...,0
you sorry if it's too personal,1
" would you  meet up with me in person? (I can't, but I know some people who can.)",1
"Call me. I m unable to cal. Lets meet bhaskar, and deep",0
I will take care of financial problem.i will help:),0
She went to attend another two rounds today..but still did't reach home..,0
hi membeare me?,1
hello baby doll,1
" cool, ever tasted you  own pussy?",1
" says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !",0
WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,0
"Pulp Fiction, or From Dusk Til Dawn    Brandon",0
I'm at bruce &amp; fowler now but I'm in my mom's car so I can't park (long story),0
