,text,labels
5681,theres no way to do it wrong,1
5682,you  like mine,1
5683,Mm have some kanji dont eat anything heavy ok,0
5684,MANGOS,0
5685,have sex,1
5686,well your mom would not let you  date me right,1
5687,  hear hear,0
5688,there i am,1
5689,dang you look yummy ,1
5690,Sfine Anytime All the best with it,0
5691,about sex,1
5692, See I was feeling kinda overyish so Now I must have it,0
5693,Sorry de i went to shop,0
5694,how big are you  fingers,1
5695,My friend shes studying at warwick weve planned to go shopping and to concert tmw but it may be canceled havnt seen  for ages yeah we should get together sometime,0
5696,i am relly glad,1
5697,  Im not a republican she is,0
5698,willow your  boobs getting big,1
5699,i want you to see me and do me,1
5700,Lmaonice 1,0
5701,  And did you have a comment to go with this one Maxwell By the way im still eagerly anticipating your response to my reply about those perversions you were talking about in that other thread when you get a moment  PS You wouldnt happen to be one of those evangelicals would you Your posts always seem to have a similar air about them as an evangelical on a moral crusade,0
5702,Cab is availablethey pick up and drop at door steps,0
5703,Where r e meeting tmr,0
5704,yes I can,1
5705,Great Have a safe trip Dont panic surrender all,0
5706,Babe I need your advice,0
5707,Goodmorning Today i am late for  ltgt min,0
5708,you to so are your  clothe is tight,1
5709,Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online you arrange shipping and you get a cut Or U For a partnership where U Invest money for shipping and he takes care of the restUWud b self reliant soon dnt worry,0
5710,so do you  like me,1
5711, or is that too much to ask,1
5712,do you  have any cam,1
5713,sunday where and what time,1
5714,Prepare to be pleasured ,0
5715,so you  jsut tyourned 13 a little bit ago,1
5716,i have to showere stilland i think your like a good hoyour  awayso like 9,1
5717,i am sorry i just dont want to get in trouble,1
5718,what happened ,1
5719,that we will help me determine how tight you  are,1
5720,so tell me something about u,1
5721,i had no problem with transformers i actually LOVE LOVE LOVE this movie i thought it was a well done movie and the funny thing is i had never heard of transformers until i saw the previews and the movie looks amazing so i saw it ther first day and it was amazing shia leboufe is hot im sure i spelled his last name wrong but still what a hottie,0
5722,i i am nice and i can be nicer you,1
5723,ever slid anything in there,1
5724,just go and enjoy your  movie and then well hool up after that,1
5725, laughbut you  were never specific with me,1
5726,  huh,0
5727,you have nails,1
5728,  Interesting then who the fuck pays for it the tooth fairy,0
5729,i dont know  15 or 16,1
5730,what would you like me to do ,1
5731,Cool Do you like swimming I have a pool and jacuzzi at my house,0
5732,you want to swallow my cum,1
5733,  so pretty much anything on HBO,0
5734,Okey dokey ill be over in a bit just sorting some stuff out,0
5735,No da  Vijay going to talk in jaya tv,0
5736,you  make so hard,1
5737,that is a strap on,1
5738,ok i am gonna get naked in my room,1
5739,OH MR SHEFFIELD You wanna play THAT game okay Youre the boss and Im the nanny You give me a raise and Ill give YOU one,0
5740,i agree with you on this one,0
5741,As an unmuddied lake Fred As clear as an azure sky of deepest summer You can rely on me Fred    I love this film fred,0
5742,Miles and smiles r made frm same letters but do u know d difference smile on ur face keeps me happy even though I am miles away from u keep smiling Good nyt,0
5743,Fannie and Freddie held a small percentage of these bad mortgages You would know that if you read the info provided for you,0
5744,where would we go,1
5745,U horrible gal U knew dat i was going out wif him yest n u still come n ask me,0
5746,yeah i was doing errands,1
5747,so talking to me is gonna prove i am not laugh,1
5748,what time do you think you will be here,1
5749,WERE you TAKING your CLOTHS OFF For PEOPLE No Dennis Im a freakin kid,1
5750,Pick you up bout 730ish What time are  and that going,0
5751,you have cam,1
5752,Iraqi PM Gives Basra Gunmen Ultimatum Rocket Attacks Hit Green Zone  By Sholnn Freeman and Sudarsan Raghavan Washington Post Foreign Service Wednesday March 26 2008 1139 AM    BAGHDAD March 26  Clashes continued Wednesday between Iraqi security forces and Shiite militias in the southern city of Basra as Prime Minister Nouri alMaliki laid down a deadline for gunmen to surrender and fresh rocket attacks hit Baghdads Green Zone  The US Embassy in the Iraqi capital said that three Americans were badly hurt by the latest strikes in the Green Zone a fortified area that houses the US Embassy compound and the Iraqi government according to the Associated Press No further details were immediately available Mortars and rockets have struck the Green Zone and other US positions repeatedly since Sunday with US officials reporting 12 strikes Tuesday  According to wire reports as many as 55 people have died during the past two days in intense clashes that began in Basra as part of an Iraqi government crackdown on Shiite militias in the area particularly the Mahdi Army of hardline cleric Moqtada alSadr Violence subsequently spread to Shiite areas in Baghdad and other cities  The operation in Basra won praise Tuesday from the White House where spokeswoman Dana Perino referred to it as a brave decision by Maliki to assert Iraqi government control over an important port city that serves as the countrys gateway to the Persian Gulf  According to wire service reports Maliki issued a statement giving gunmen in Basra three days to give up their weapons and renounce further violence Those who dont said a Maliki aide will be targeted for arrest in the ongoing security operation  Speaking about the Basra offensive US military spokesman Maj Gen Kevin Bergner said Initial reports are that they are making progress But he cautioned that it was still too early to grade the success of the operation  A large part of the determination will be the citizens of Basra and how they respond Bergner said at a briefing Wednesday in the Green Zone He said Iraq has moved an additional 2000 troops to Basra A British military spokesman said Tuesday that Iraqi police and military troops in the area total 16700 including national policemen special forces and military police  Bergner called the rocket attacks against the Green Zone criminal activity and said US weapons teams had stopped eight intended rocket attacks targeting the Green Zone and located a stockpile of the weapons  Iraqi forces were backed by US and British reconnaissance planes as they launched their Basra offensive an operation aimed at breaking the power of politically backed gunmen in the city  The fiercest fighting took place in Basra neighborhoods where Iraqi forces targeted members of Sadrs Mahdi Army further risking the collapse of a ceasefire that Sadr declared last summer His fighters standdown has been widely credited with helping curb violence throughout the country during the US troop buildup known as the surge  When the top US commander in Iraq Gen David H Petraeus and Ambassador Ryan C Crocker deliver a report card on the country before Congress next month a key gauge of progress will be whether the Iraqi government and its security forces are prepared to take over as US troops withdraw  The offensive in Basra an important test of that preparedness was several weeks in the making Altough it targets the Mahdi Army in particular its goal is also to break the grip that other Shiite militias criminal gangs and death squads hold upon the southern port city the conduit for Iraqs oil exports In recent weeks the militias have often battled one another in the streets  It was unclear why US forces would take part in a broad armed challenge to Sadr and his thousandsstrong militia on the eve of Petraeuss assessment which the Bush administration has said would greatly influence its decision on whether to draw down troop levels  But many Sadr followers view the offensive as the latest attempt by the United States and Sadrs Shiite rivals who run Iraqs government to take advantage of Sadrs ceasefire to weaken his movement politically ahead of provincial elections that could take place this year  We are really scared said Aahad Hamid 27 a Basra University employee whose voice quivered on the phone as Iraqi attack helicopters flew over the city We can hear the voice of the bullets  In a sign of the offensives importance Maliki flew to Basra on Monday to oversee operations  By Tuesday evening Iraqi security forces and Shiite militias had also clashed in the cities of Kut and Hilla as well as outside Sadrs Baghdad stronghold of Sadr City Dusktodawn curfews were imposed on at least six cities in southern Iraq police said  In addition to resisting with arms Sadrs movement led a labor strike for a second day in many parts of eastern and central Baghdad on Tuesday demanding the release of Sadrs jailed followers and an end to Iraqi government raids Sadrist leaders ordered stores to close and taxi and bus drivers to stop operations Many neighborhoods turned into virtual ghost towns their usually busy streets all but empty Parents kept their children home from school  Sadr who imposed the ceasefire to improve his nationalist credentials and rein in his often unruly militia is under immense pressure from senior loyalists to lift the ceasefire order Two weeks ago he issued a statement permitting the Mahdi Army to fire on US and Iraqi forces in selfdefense Hazim alAraji a senior Sadr official in the southern holy city of Najaf told reporters there that the ceasefire remains in place despite Tuesdays clashes  Later hundreds of Sadr followers took to the streets of Najaf carrying Korans Iraqi flags and olive branches Calling Maliki the agent of Americans they chanted No no occupation No no terrorism  The Iraqi army went to Basra under the pretext of imposing a security plan but the fact is they are targeting Sadrists said Haidar alJaberi a Sadr official who joined the protest  Violence has gripped Basra since December when British troops handed over control of the province to the Iraqi government A power struggle between the Mahdi Army and its main rival the Badr Organization militia of the Islamic Supreme Council of Iraq has battered the city in recent months Smaller Shiite militias are also taking part in the fighting  Ahead of the offensive the Iraqi government closed off land access to the city and imposed a nighttime curfew until further notice The government ordered schools institutes and universities to cancel classes from Tuesday through Thursday Some residents said they had no time to stock up on food and clean water  Residents also reported that sporadic clashes began in Basra early Tuesday morning in the neighborhoods of Hayania Jubaila and Jumhuria all known Sadr strongholds In telephone interviews they described seeing military vehicles soldiers and policemen exchanging fire with gunmen Television footage showed militiamen firing rocketpropelled grenades at Iraqi security forces others attacked from rooftops with AK47 assault rifles machine guns and mortars  As of Tuesday afternoon 13 gunmen three Iraqi policemen and six civilians had been killed police said Scores more were injured and at least five military vehicles were set ablaze according to police  No one is on the street said Mohammed Kadhim who owns a clothing shop in the city center As he spoke gunfire could be heard in the background I am not able to go out of my house  Kadhim added that one of his neighbors had been shot in the face and was in critical condition  A total of 15000 Iraqi military and police personnel were participating in the Basra operation according to an adviser to Iraqs security forces who spoke by telephone At one point in the conversation a mortar shell landed near his building he said He paused to take time to check on his soldiers and examine his body for shrapnel  Its a tough and difficult battle he said adding that his men were fighting Mahdi Army militias criminal gangs and death squads  The adviser who spoke on condition of anonymity because he was not authorized to talk to reporters said he expected the campaign to take a week to 10 days No state can have two armies It is either the Iraqi military or the Mahdi Army he said  Col Bill Buckner a US military spokesman said coalition forces were providing intelligence surveillance and support aircraft Maj Tom Holloway a British military spokesman said British forces were standing by but were not involved in the crackdown He also said the British and Americans were providing surveillance support from aircraft  As the offensive progressed violence broke out elsewhere in the country In Baghdads alAmin neighborhood Mahdi Army gunmen stormed two offices of the Dawa party which Maliki heads and clashed with guards there Five Mahdi Army gunmen and two Dawa guards were killed an Interior Ministry official said  In Sadr City on Tuesday afternoon Mahdi Army militiamen were manning checkpoints and directing traffic The main police station was empty  Abu Ali alFartousi a Mahdi Army fighter said a battle broke out in Sadr City at 1030 pm with Mahdi fighters using machine guns and rocketpropelled grenades to repel government forces A US military spokesman reported no word on any latenight fighting in Sadr City  Lt Col Steven Stover a US military spokesman said US troops backed Iraqi security forces as they engaged with special groups criminal elements outside of Sadr City A US soldier was killed about 5 pm in an attack near Baghdads Adhamiyah district the US military said He was not identified  Special correspondents Zaid Sabah Naseer Nouri Dalya Hassan and KI Ibrahim in Baghdad Saad Sarhan in Najaf and Washington Post staff in Nasiriyah contributed to this report  Source  Washington Post,0
5753, i am gonna want your ass alot just so you  know,1
5754,Batman 1    Batman 2    Batman Beyond RotJ,0
5755,MR BROOKS,0
5756,Is fujitsu s series lifebook good,0
5757,Ups which is 3days also and the shipping company that takes 2wks The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff,0
5758,Nokia phone is lovly,0
5759,seedless grapes preferably green    dont get me wrong theyre all great    im not grape racist,0
5760,have fun at school,1
5761,Can u look 4 me in da lib i got stuff havent finish yet,0
5762,y cant you masturbate with mei thought you were my girl now,1
5763,or webcam or something,1
5764,how big is your bed,1
5765,Lol great now im getting hungry,0
5766,Okie Thanx,0
5767,Shes fine Good to hear from you How are you my dear Happy new year oh,0
5768,Good looking and charismatic Matthew Mahoganys screwed then,0
5769,I know dat feelin had it with Pete Wuld get with em  nuther place nuther time mayb,0
5770,have hot wild sex laugh,1
5771,   Pretty simple We as Americans need to take back our country from Zionist Israel,0
5772,  You know the big one Between the USA Russia China England Frogland Israel Iran and the rest of the mideast P,0
5773,Hey iouri gave me your number Im wylie ryans friend,0
5774,you ever made love,1
5775, call me when your  gonna cumok baby,1
5776,what kind of pringles,1
5777,Whats that coming over the hill Is it a monster Hope you have a great day Things r going fine here busy though ,0
5778,you i think so,1
5779,The  ltgt g that i saw a few days ago the guy wants sell wifi only for  ltgt  and with 3g for  ltgt  Thats why i blanked him,0
5780, How about the increasing demand form India and China  Oh no that cant possibly be it  How about OPEC restricting production  Nope that cant be it either  What about the Greenies in America killing any legislalation that allows drilling in the United States anywhere that there is oil  Nope That cant be it either  The only acceptable leftist reason is America killing Jihadists in Iraq and Afghanistan  Once upon a time the Leftists said they supported the war in Afghanistan agaisnt al Qaeda but not in Iraq I knew it wasnt true And you are just one of many who show that I am right,0
5781,like a emergensy or something,1
5782,I am in escape theatre now  Going to watch KAVALAN in a few minutes,0
5783,Can do lor,0
5784,Theres a couple of idiots in this thread I think its obvious who they are,0
5785,And now electricity just went out fml,0
5786,some she did the back and here moms breasts,1
5787,have prongs to hit your pussy walls,1
5788,2marrow only Wed at  ltgt  to 2 aha,0
5789,i would if your here,1
5790,  Economically It sure can This is what we are facing today We are 94 trillion in debt If im not mistaken we are spending about 1trillion a year,0
5791,sure so what exit would I get off to go to the mall,1
5792,Hey i will be late ah Meet you at 945,0
5793,Facts of Life but set in a Roman colosseum filled with jello,0
5794,Maybe westshore or hyde park village the place near my house,0
5795,if i have the money for a movie maybe,1
5796,if you  know what i mean,1
5797,Mmmm  Fuck  Not fair  You know my weaknesses  grins pushes you to your knees exposes my belly and pulls your head to it Dont forget  I know yours too wicked smile,0
5798,Ill be late,0
5799,  Actually it wasnt because of The Golden Compass  It was due to subsidary copyright issues concerning The Hobbit movie they were sued by Tolkien Enterprises In which the law suit fee was so high that New Line waived them self into Warner Bros in New Line is a subsidary production unit of Time Warner They have only done this until they recover enough cash to rebuild themselves,0
5800,I love this movie but then again I love just about all of Kings movies,0
5801, Xavieare Yes I know,1
5802,if it does i will pyou will out,1
5803,Lol ok your forgiven ,0
5804,  I suppose that would be true if youre a rapist Us norms already know women are nuts,0
5805,bump,0
5806,but i dont watn to meet you until i can c your  pic ok,1
5807,Its a valentine game   send dis msg to all ur friends  If 5 answers r d same then someone really loves u  Ques which colour suits me the best,0
5808,  FIXED,0
5809,Iron man I like the fact that stark just admites he is Iron man to a crowd,0
5810,Aiyo U always c our ex one I dunno abt mei she haven reply First time u reply so fast Y so lucky not workin huh got bao by ur sugardad ahgee ,0
5811,What time Im out until prob 3 or so,0
5812,so you  want to hang out then,1
5813,shoot my mom just got home,1
5814,You got job in wiproyou will get every thing in life in 2 or 3 years,0
5815, yes you  want me to bring condoms yes,1
5816,Jane babes not goin 2 wrk feel ill after lst nite Foned in already cover 4 me chuck,0
5817,Yes when is the appt again,0
5818,so what you did all weekend,1
5819,and see all my pics,1
5820,anything just other than sex,1
5821,Thats y i said its bad dat all e gals know u Wat u doing now,0
5822,   That just sounds like one big bureaucracy to me While foreign countries are profiting from the US bases the National Debt goes up even further  Do we really need that many bases overseas,0
5823,where do you  like to go in your city,1
5824,Ill be at mu in like  ltgt  seconds,0
5825,i thought that is what you ment,1
5826,Im on the bus Love you,0
5827,took some new pic,1
5828,would you  do that for me,1
5829,I would never hurt you,1
5830,oh yeah dont forget to get some money k,1
5831,will it have beyonce in it,0
5832,yea I figure then we wont actually have to hit nolan Wait will all three of us fit in that We may have to lighten the load,0
5833,Headin towards busetop,0
5834,then i will have time to take a showere n stuff,1
5835,  Id say fully emerging yourself into a character that has serious mental issues is a lot more traumatizing than playing a character that has a homosexual relationship,0
5836,i am not sure if me and here are gonna go visit my grandma next week,1
5837,I know she called me,0
5838,Minimum walk is 3miles a day,0
5839,You are a big chic Common Declare,0
5840,Kkwhat are detail you want to transferacc no enough,0
5841,none of your friends have a webcam or anything,1
5842,Hey you around Ive got enough for a half  the ten I owe you,0
5843,You should know the truth about the Boston Tea Party rather than the patriotic crap youve been told,0
5844,3 pa but not selected,0
5845,Do you think Medellin will have any luck trying to jump the border of Hell trying to cross into Heaven,0
5846,you  want to try anal sex too,1
5847,maybe you will,1
5848, kewl ,1
5849,i am to shy,1
5850,  Good for you What made you decide to vote for him,0
5851,i got to go,1
5852,May I buy a cam for you,1
5853,Mm i had my food da from out,0
5854,wats your  hyourry,1
5855, I love u baby,1
5856,we will let you on top so you can go at your  own pace,1
5857,i gues my house nobody here can we talk first,1
5858,Ofcourse I also upload some songs,0
5859,Dont show yourself How far Put new pictures up on facebook,0
5860,so i know is you,1
5861,But im really really broke oh No amount is too small even  ltgt ,0
5862,like you,1
5863,Is there any movie theatre i can go to and watch unlimited movies and just pay once,0
5864,Here it is        ,0
5865,came close a few times,1
5866,How many boyfriend do you have so far,1
5867,   whoops responded to the wrong post anyway Im curious to see what stone will do with the material recent history has presented him and hopefully will stir intelligent debate rather than the shouting and name calling that is passed off as political discourse on FUX and CNN,0
5868,    Agreed Also the opening of The Bourne Identity,0
5869,sittin here in underwear now,1
5870,what would you want to happen if something was to happen,1
5871,so you  dont care that i am toto years older than you,1
5872, I dont think his death had anything to do with it The performances of the cast and the execution of the film stands on its own,0
5873,we will see you  tomorrow ,1
5874,  He he LOL  I think shes pretty rad but Im a conservative I can see how she might intimidate the castrati though,0
5875,Compliments to you Was away from the system How your side,0
5876,want to share with me,1
5877,hey what is up,1
5878,are you usually home alone after school,1
5879,lots of girls too,1
5880,Maybe you should find something else to do instead,0
5881,Ha ha ha good joke Girls are situation seekers,0
5882,Bull Your plan was to go floating off to IKEA with me without a care in the world So i have to live with your mess another day,0
5883,Oh and by the way you do have more food in your fridge Want to go out for a meal tonight ,0
5884,Sir I am waiting for your mail,0
5885,Will do Have a good day,0
5886,Coffee cake i guess,0
5887,so your saying make James Bond an ever angry black man    Sorry  Denzel is not that good of an actor He has about the same range as Bruce Willis Bond is not an American character so the actor should not be American    You want a good angry black man movie have these well known people in it  Denzel Washington  Samuel Jackson  Laurence Fishburn  Jada Pinkett Smith as a side kick so she is extra angry  and you will have a sure fire hit on the strength,0
5888,I just transferred here from OCC in Fall 2004 I think the people and the professors are really great But what do you guys mean by put yourself out there Im a commuter and I work so I find it hard to meet ppl I just go to class then leave cause I have to get to work I just bought a condo so I cant exactly move to LB Also I find it really hard to meet ppl my age everyones either young or old I want to make some friends so HELP Send me a message if you canwant    Thanks guys,0
5889,so sexy and so young,1
5890,I want to lick you  pussy until you  scream,1
5891,Anthony Hopkins was in a Change of Seasons with Shirley MacLaine  Shirley was in Cannonball Run II with Burt Reynolds  Burt was in Everything You Always wanted to Know About Sex but Were Afraid to Ask with Gene Wilder  Gene was in Young Frankenstein with Cloris Leachman  Cloris in The Demon Murder Case with Bacon    1Jack Benny  2Jack Black  3Alan Alda Eli Wallach Walter Matthau George Burns Tim Robbins Todd Louiso Sean Penn,0
5892,I havent lei Next mon can,0
5893,Babe  I LOVE YOU  covers your face in kisses,0
5894,hi baby let me know how to get to your house on friday ok baby love you baby and i can wait for friday,1
5895,i want you to suck my and swallow my cum,1
5896,meeting guys from here,1
5897,I emailed yifeng my part oredi Can  get it fr him,0
5898,ltgt  is fast approaching So Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day Happy FriendshipMotherFatherTeachersChildrens Day amp HAPPY BIRTHDAY 4 U Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  ltgt  Good Mornings Afternoons Evenings Nights RememberI AM the first to WISHING U ALL THESEyours Raj,0
5899,when do you get out of school for the day,1
5900,taken,0
5901,Kothi print out marandratha,0
5902,Fantastic It is about time somebody could read English,0
5903,Anyone can advise me some good recent horror movies because everything I saw was bad and I always stick to the classics from 70s or 80s,0
5904,Text,label
5905,do you  want a webcam,1
5906,When I was in the US I always got asked if Ive met the Queen and I say yes and Prince Harry and William and the rest of it infact I live right next door to Buckingham Palace  Dumb Yanks,0
5907,but what if sumone needs to get ahold of u,1
5908,i wish i could come over tonight,1
5909, right so why not sneak out for a little bit,1
5910,bfs cell if she needs one,1
5911,  I am one of the few against the film it is pretentious,0
5912,Today my system sh get readyall is well and i am also in the deep well,0
5913,i guess that would be the place huh,1
5914,Only saturday and sunday holiday so its very difficult,0
5915,was it up against you,1
5916,Match startedindia  ltgt  for 2,0
5917,Actually nvm got hella cash we still on for  ltgt ish,0
5918, whatda think to oldYes and that pic was around 15 years old,1
5919,hmm you can snack on me ,1
5920,mothers day to00for,1
5921,Er mw im filled tuth is aight,0
5922,think about them ,1
5923,there a wlagreens nearby,1
5924,no i am sorry for keep booting,1
5925,you  are quite gorgeous,1
5926, lol stupidity reigns in this thread,0
5927,    Thats what I was thinking That doesnt make any damn sense Plus Bond fans would be pissed Hell Im not even a Bond fan and Id still be pissed,0
5928,So you didnt have sex with your bf,1
5929, Can you get em on ebay or only on matthew stewarts site,0
5930,just to make sure your real,1
5931, still attending da talks,0
5932,Hii got the money da,0
5933, do you  ever eat alot or something and you  have to take a shit and when you  do its like hard to and it hurts,1
5934,we we will see when we meet ok,1
5935, just nervousyou  should have followed your instincts Chris,1
5936,I am great How are you,0
5937,Got meh When,0
5938,Sorry ive not gone to that place Ill do so tomorrow Really sorry,0
5939,hey I gata go for a min i will talk to you  later,1
5940,laugh  that could be a bad thing,1
5941,  Nonethings gonna happen man Threats over the internet are meaningless ,0
5942,hi babyi need to know how to get to where you live baby i love you  and i can wait for friday,1
5943,It was Marcellus soul which could be considered his dirty laundry Plus that is why they made sure you saw the bandaid on the back of his neck,0
5944,what is in that mall,1
5945,Ok lor  reaching then message me,0
5946,No Yes please Been swimming,0
5947,you  are sooo pretty,1
5948, Secret torture prisons Domestic Wire Taps Suspension of habeas corpus  Sweet land of liberty of thee I sing,0
5949,that is all i want to do make you  feel real good,1
5950,Mark works tomorrow He gets out at 5 His work is by your house so he can meet u afterwards,0
5951,them you have to insist on a condom being used,1
5952,laugh i really have t get dressed now,1
5953,Anyone else find it funny that this happened at a school named after Martin Luther King,0
5954,its alright sweetie,1
5955,Yar he quite clever but aft many guesses lor He got ask me 2 bring but i thk darren not so willing 2 go Aiya they thk leona still not attach wat,0
5956,lets just say most guys do,1
5957,Yeah Ill try to scrounge something up,0
5958,it is what is white and comes out of the guys dick to get a girl pregnant if you  let me,1
5959,so what about those pics,1
5960,Give me a sec to think think about it,0
5961,Good evening Sir Al Salam Wahleykkumsharing a happy newsBy the grace of God i got an offer from TayseerTISSCO and i joinedHope you are fineInshah Allahmeet you sometimeRakheshvisitor from India,0
5962,how good did it feel,1
5963,did you shake and shudder,1
5964,Nope C  then,0
5965,MY NO IN LUTON 0125698789 RING ME IF UR AROUND H,0
5966,ok i got it do,1
5967,is your mom home with you  now,1
5968,  sliver ,0
5969,social heathcare will fail in this country it hasnt worked anywhere else it wont work here  i belive we need to make healthcare a little cheaper to a certain degree we shouldnt just give it away like to do food stamps the more u give stuff away like that the higher prices go up so you still cant get it its like when he said if u just tax the corps they just go up on prices what we need to do is not tax anyone more but to stop all the loop holes in the system you can raise the tax all you want on the rich they will just find a way out of it  oh and on you stupid comment about 250K being rich yeah like 30 years ago my Father makes 140k alone that doesnt include all th bonouses he gets through out the year and the investments he has made and yet he is still struggling a little not alot but he odesnt have a maid or personal driver in fact he dives a 1997 dondge intrepid that needs new brakes and belts yes he does things with my mom time to time but they work thier ass off to save money for trips we went from being in a trailer trach area to living in a nicer town its not 90210 but its safer and better then what we had before and its cuz he worked his ass off and still does  Sure thier are those who do work hard that need help but thier are just as many in the lower class that dont do anything that expect the govermnt to take care of them and its bull go watch and see people get food stamps and watch the poeple who pull up in escallades with 22s go get some its bull so whats going to happen is now my dad and mom are going to have to pay more taxes of rthem to get more free stuff from the gov,0
5970,all of it,1
5971,its so beautiful,1
5972,mostly my last bf,1
5973,so most likely its a go right Molestation for tonight Check Tyourns out that day was really really really really busy for us Like we were busy breaking records that day He couldnt make it,1
5974,how many guys have you given head to,1
5975,do they keep a eye on u,1
5976,Hi i wont b ard 4 christmas But do enjoy n merry xmas,0
5977,What you doinghow are you,0
5978,no when we meet,1
5979,Marnie 64 0r 65      ,0
5980,I want to feel you  kiss me,1
5981, haha30 years from now,0
5982,and hopefully i will talk to you  before then,1
5983,  Do you think you can make a valid case for that without posting links to sophomoric literature thats used to fool an bunch of stupid skinheads,0
5984,i am telling you i dont have ,1
5985,This thread made me lol,0
5986,for the cops,1
5987,that mean we can do anything even your dad is home,1
5988,over of of south 16th street,1
5989,  Bring the troops home that will save us trillions and when i say bring the troops home i mean from 130 countries,0
5990,your  my new gf,1
5991,  Lol it does Im surprised you didnt say  Pfft drop that zero and get with a hero cheesy smile with yur thumbs up  lmao jk,0
5992, well just look for me tomorrow,1
5993,Okaycool articleBut Im quite sure the good guys lost before The Empire Strikes Back Where was Last Tango in ParisXrated feature film not a porn is quite groundbreakingthat they went with it without cutting it to suit the ratings people  GoodfellashmmmI dont think so I would go more into thisbut Im strapped for time right now,0
5994,Shameless bump number one,0
5995,just wonderin if they long or short,1
5996,i dont want to be scared,1
5997,Nope I just forgot Will show next week,0
5998,ok try not to call unless your  lost so i dont have to explain your  number on teh callerid,1
5999,Ive reached sch already,0
6000,Did you catch the bus  Are you frying an egg  Did you make a tea Are you eating your moms left over dinner  Do you feel my Love ,0
6001,Re Only in a dream,0
6002,hey freak youre talking to yourself  no one believes you cuz you lie too much oh wow yu read the cra woo im impressed your so smartworship yourself,0
6003,Dear good morning now only i am up,0
6004,pussy ,1
6005,Yeah so basically any time next week you can get away from your mom amp get up before 3,0
6006,Depends on individual lor e hair dresser say pretty but my parents say look gong U kaypoh I also dunno wat she collecting,0
6007,I am 6 ft We will be a good combination,0
6008,its not your fault,1
6009,Not sure yet still trying to get a hold of him,0
6010,Yeah my usual guys out of town but therere definitely people around I know,0
6011,i we will  keep you from going insane being by your  self,1
6012,Yeah wheres your class at,0
6013,above post is to Preston,0
6014,i got to go stay in touch,1
6015,All was well until slightly disastrous class this pm with my fav darlings Hope day off ok Coffee wld be good as cant stay late tomorrow Same time  place as always,0
6016,Wot u up 2 u weirdo,0
6017,use your  instinct,1
6018,Hes really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes,0
6019,Haha get used to driving to usf man I know a lot of stoners,0
6020, with the puppyHave you  noticed he leaning on the puppy angle Have you  ever seen those videos for kids warnign them about strangers and them using things like I lost my puppy we will you  help me find him Same concept,1
6021,  Jen is right If you wanna know my reason then message me But this is the movie forum and we discuss movies even though there are some game threads in here that have nothing to do with movies,0
6022,love you baby,1
6023,May I touch it,1
6024,Its normally hot mail Com you see,0
6025,Hello As per request from  ltgt  Rs5 has been transfered to you,0
6026,be excited,1
6027,Long beach lor Expected U having dinner now,0
6028,We not watching movie already Xy wants 2 shop so im shopping w her now,0
6029,fuck up the ass,1
6030,and the texaco gas station,1
6031,laugh ok so what do you look like ,1
6032,Great I shoot big loads so get ready,0
6033,Hi  where are you Were at  and theyre not keen to go out i kind of am but feel i shouldnt so can we go out tomo dont mind do you,0
6034,Anything lor if they all go then i go lor,0
6035,SO you HAVE BIG TITS,1
6036,Havent planning to buy later I check already lido only got 530 show in e afternoon U finish work already,0
6037,could always go for a walk through lockridge park,1
6038,Morlocks,0
6039,see you  tomorrow,1
6040, definately,0
6041,then I could have me way with you,1
6042,No no I will check all rooms befor activities,0
6043,Ill see but prolly yeah,0
6044,I can meet you on Friday,1
6045,Not 10 out of 10 but prob like a 8 or 9 out of 10,0
6046,HmI dont really pay attention to which endings I like best but I must say I like the ending to the movie Wanted I saw it yesterday Actually the whole movie was pretty good IT was kind of confusing at time sbecause of the flashbacks and all but Id say its better than a lot of the films that has been ocming out lately,0
6047,Total disappointment when I texted you was the craziest shit got ,0
6048,  You should write to your representative,0
6049,if you like me and i like u,1
6050,I can have sex with you,1
6051,Short But Cute   Be a good person ,0
6052,I heard a lot of girl like you are not virgin ,1
6053,  He wont buy anything  Hes too broke to buy a clue,0
6054,and i need your phone number,1
6055,Ugh my leg hurts Musta overdid it on mon,0
6056,sineguelas,0
6057,not close at all,1
6058,Sir i am waiting for your call once free please call me,0
6059,Haf u eaten Wat time u wan me 2 come,0
6060,Guy no flash me now If you go call me call me How madam Take care oh,0
6061, if i do it to you i we will do it real slow so i wont hurt u,1
6062,Can Dunno wat to get 4 her,0
6063,You lifted my hopes with the offer of money I am in need Especially when the end of the month approaches and it hurts my studying Anyways have a gr8 weekend,0
6064,Honeybee Said Im d Sweetest in d World God Laughed amp Said WaitU Havnt Met d Person Reading This Msg MORAL Even GOD Can Crack Jokes GMGNGEGN,0
6065,This ideo is no longer available,0
6066,pffffffffffffffft,0
6067,what is the outfit your  going to wear,1
6068,you like beeare or liquor,1
6069,dude this is a lonf driveif any thing comes up that you  have to shine call me ok,1
6070, my you  know is throbbing up and down,1
6071,anything you  want to do,1
